id,insert_ns
1100,3373000
1101,4054000
1102,3780000
1103,4025000
1104,4382000
1105,3518000
1106,3912000
1107,3413000
1108,4731000
1109,3817000
1110,9811000
1111,3262000
1112,2790000
1113,10775000
1114,2927000
1115,3333000
1116,10899000
1117,3082000
1118,3981000
1119,4279000
1120,3854000
1121,4731000
1122,3569000
1123,3582000
1124,3246000
1125,3181000
1126,4067000
1127,3223000
1128,3258000
1129,3273000
1130,4613000
1131,3505000
1132,4928000
1133,5530000
1134,3623000
1135,3549000
1136,9356000
1137,4728000
1138,3366000
1139,3824000
1140,3243000
1141,3460000
1142,3013000
1143,3954000
1144,3079000
1145,3012000
1146,3400000
1147,4091000
1148,4303000
1149,4623000
1150,4744000
1151,4317000
1152,4839000
1153,4184000
1154,3822000
1155,3824000
1156,3318000
1157,3219000
1158,3879000
1159,3593000
1160,2777000
1161,2926000
1162,4090000
1163,4864000
1164,3548000
1165,3062000
1166,3705000
1167,4369000
1168,5055000
1169,3196000
1170,3130000
1171,3071000
1172,3813000
1173,2943000
1174,3059000
1175,2927000
1176,9141000
1177,3237000
1178,3127000
1179,3904000
1180,3679000
1181,3663000
1182,2762000
1183,2641000
1184,4643000
1185,3215000
1186,3375000
1187,3599000
1188,4162000
1189,3292000
1190,2878000
1191,3312000
1192,4686000
1193,3170000
1194,4187000
1195,13298000
1196,7016000
1197,3699000
1198,3357000
1199,4372000
1200,3338000
1201,2450000
1202,2486000
1203,2678000
1204,3748000
1205,2743000
1206,3096000
1207,3113000
1208,2861000
1209,2848000
1210,4242000
1211,2791000
1212,2608000
1213,2693000
1214,4233000
1215,2828000
1216,2821000
1217,2822000
1218,4327000
1219,3166000
1220,4031000
1221,3917000
1222,2788000
1223,2823000
1224,3301000
1225,7140000
1226,6666000
1227,3422000
1228,3719000
1229,4072000
1230,4607000
1231,4533000
1232,4346000
1233,3854000
1234,4744000
1235,2935000
1236,3361000
1237,3535000
1238,4237000
1239,4040000
1240,4808000
1241,4656000
1242,3694000
1243,4801000
1244,5188000
1245,4527000
1246,3850000
1247,3753000
1248,3445000
1249,3847000
1250,10629000
1251,3671000
1252,4101000
1253,5353000
1254,4488000
1255,3978000
1256,4988000
1257,6036000
1258,4315000
1259,4201000
1260,3552000
1261,3729000
1262,5496000
1263,4557000
1264,3308000
1265,2993000
1266,3194000
1267,3009000
1268,3913000
1269,3546000
1270,3454000
1271,3715000
1272,3795000
1273,6017000
1274,4059000
1275,4137000
1276,5429000
1277,4757000
1278,4384000
1279,4742000
1280,4556000
1281,4478000
1282,3726000
1283,4003000
1284,4664000
1285,3649000
1286,4137000
1287,4100000
1288,4090000
1289,5520000
1290,3868000
1291,5616000
1292,3517000
1293,3144000
1294,3332000
1295,3021000
1296,3253000
1297,4169000
1298,2787000
1299,2855000
1300,3023000
1301,4236000
1302,3100000
1303,2639000
1304,4080000
1305,3541000
1306,3697000
1307,3944000
1308,4009000
1309,3747000
1310,4136000
1311,2668000
1312,3191000
1313,3275000
1314,3033000
1315,2681000
1316,3168000
1317,2909000
1318,4154000
1319,2918000
1320,2641000
1321,3371000
1322,2945000
1323,3110000
1324,3159000
1325,3187000
1326,4042000
1327,3030000
1328,2678000
1329,3240000
1330,3529000
1331,2779000
1332,2460000
1333,3022000
1334,3014000
1335,2976000
1336,2964000
1337,3704000
1338,2665000
1339,3350000
1340,2641000
1341,2875000
1342,2996000
1343,3983000
1344,2946000
1345,4517000
1346,3657000
1347,3170000
1348,3149000
1349,4257000
1350,4478000
1351,3136000
1352,3057000
1353,2482000
1354,2919000
1355,2207000
1356,3920000
1357,3241000
1358,2887000
1359,2813000
1360,3476000
1361,2719000
1362,4052000
1363,3608000
1364,3653000
1365,3613000
1366,3068000
1367,3488000
1368,3431000
1369,2730000
1370,2706000
1371,3893000
1372,2818000
1373,3273000
1374,3683000
1375,2952000
1376,2799000
1377,3177000
1378,3995000
1379,3397000
1380,5267000
1381,3023000
1382,2985000
1383,3532000
1384,3623000
1385,2806000
1386,3113000
1387,3069000
1388,4290000
1389,2804000
1390,3643000
1391,3859000
1392,3401000
1393,3468000
1394,3263000
1395,4722000
1396,3755000
1397,3349000
1398,5279000
1399,4427000
1400,5175000
1401,3488000
1402,4286000
1403,3112000
1404,3540000
1405,3421000
1406,2938000
1407,4129000
1408,2984000
1409,3314000
1410,3951000
1411,3362000
1412,3615000
1413,3244000
1414,4457000
1415,3312000
1416,3221000
1417,5712000
1418,3544000
1419,2563000
1420,4019000
1421,2622000
1422,2799000
1423,3979000
1424,3299000
1425,4044000
1426,3267000
1427,2377000
1428,2912000
1429,4054000
1430,3034000
1431,3048000
1432,4196000
1433,4005000
1434,3571000
1435,4111000
1436,3137000
1437,3248000
1438,4273000
1439,3231000
1440,3008000
1441,3531000
1442,3293000
1443,4260000
1444,4244000
1445,3434000
1446,3091000
1447,4202000
1448,3537000
1449,3797000
1450,2983000
1451,3682000
1452,3416000
1453,3120000
1454,2585000
1455,3762000
1456,2854000
1457,3242000
1458,2981000
1459,2908000
1460,4273000
1461,3127000
1462,3274000
1463,4037000
1464,3917000
1465,3225000
1466,4634000
1467,3876000
1468,3927000
1469,3230000
1470,2853000
1471,3297000
1472,2996000
1473,2618000
1474,4399000
1475,3104000
1476,3743000
1477,3408000
1478,3016000
1479,3476000
1480,4034000
1481,3252000
1482,2689000
1483,3201000
1484,3770000
1485,2969000
1486,2856000
1487,2786000
1488,4596000
1489,4046000
1490,3321000
1491,4466000
1492,3191000
1493,3134000
1494,3330000
1495,3303000
1496,4342000
1497,2873000
1498,3245000
1499,4053000
1500,3876000
1501,2295000
1502,4157000
1503,3298000
1504,3266000
1505,3589000
1506,2879000
1507,3284000
1508,3039000
1509,2337000
1510,4384000
1511,3582000
1512,4026000
1513,3384000
1514,2513000
1515,3912000
1516,3828000
1517,3172000
1518,4136000
1519,2726000
1520,3560000
1521,2934000
1522,5381000
1523,3088000
1524,4915000
1525,2612000
1526,2711000
1527,3132000
1528,3689000
1529,4691000
1530,2746000
1531,2812000
1532,3125000
1533,4306000
1534,2649000
1535,2955000
1536,2799000
1537,3619000
1538,3292000
1539,3804000
1540,3104000
1541,2966000
1542,2929000
1543,2547000
1544,2574000
1545,2659000
1546,3777000
1547,2698000
1548,4703000
1549,2831000
1550,2467000
1551,2823000
1552,2594000
1553,2568000
1554,3255000
1555,2831000
1556,4870000
1557,2989000
1558,2614000
1559,2664000
1560,3453000
1561,3846000
1562,3556000
1563,4017000
1564,3271000
1565,3114000
1566,4497000
1567,3595000
1568,2583000
1569,3130000
1570,4210000
1571,2650000
1572,3127000
1573,3682000
1574,4253000
1575,3088000
1576,3242000
1577,2594000
1578,3066000
1579,2954000
1580,2879000
1581,2975000
1582,2585000
1583,2564000
1584,3450000
1585,2343000
1586,2461000
1587,2572000
1588,2858000
1589,2504000
1590,2813000
1591,4352000
1592,3210000
1593,3939000
1594,3283000
1595,3198000
1596,3144000
1597,4214000
1598,3016000
1599,2638000
1600,3224000
1601,3546000
1602,3984000
1603,3745000
1604,3744000
1605,3175000
1606,2860000
1607,3999000
1608,3103000
1609,3256000
1610,2798000
1611,3945000
1612,2951000
1613,4817000
1614,2962000
1615,4114000
1616,2707000
1617,2979000
1618,3101000
1619,2889000
1620,3101000
1621,2931000
1622,4060000
1623,2719000
1624,2762000
1625,2420000
1626,2873000
1627,3763000
1628,2652000
1629,2882000
1630,2802000
1631,3121000
1632,3712000
1633,2528000
1634,2382000
1635,2869000
1636,2312000
1637,3176000
1638,2803000
1639,2907000
1640,2911000
1641,2513000
1642,3040000
1643,2777000
1644,2875000
1645,3083000
1646,2809000
1647,2646000
1648,2662000
1649,2691000
1650,2203000
1651,3087000
1652,2866000
1653,4262000
1654,2850000
1655,2731000
1656,2790000
1657,2574000
1658,3028000
1659,2834000
1660,3151000
1661,3764000
1662,3493000
1663,3653000
1664,3580000
1665,3345000
1666,3262000
1667,3842000
1668,2825000
1669,2975000
1670,9129000
1671,3921000
1672,3416000
1673,3887000
1674,3477000
1675,2839000
1676,3039000
1677,2432000
1678,3324000
1679,2693000
1680,2936000
1681,3561000
1682,3908000
1683,3069000
1684,3830000
1685,2945000
1686,2754000
1687,2859000
1688,3879000
1689,3066000
1690,3336000
1691,4209000
1692,2368000
1693,2715000
1694,3013000
1695,4398000
1696,3214000
1697,4046000
1698,5953000
1699,4900000
1700,4998000
1701,3784000
1702,3732000
1703,3869000
1704,4242000
1705,3339000
1706,3772000
1707,3650000
1708,3349000
1709,2643000
1710,2513000
1711,2781000
1712,2900000
1713,2545000
1714,3098000
1715,3867000
1716,5451000
1717,3790000
1718,3939000
1719,3720000
1720,3614000
1721,3626000
1722,3783000
1723,4723000
1724,3858000
1725,4232000
1726,4360000
1727,4323000
1728,3863000
1729,3844000
1730,4203000
1731,4030000
1732,4318000
1733,3398000
1734,2985000
1735,2928000
1736,2894000
1737,4044000
1738,2917000
1739,2841000
1740,3041000
1741,3404000
1742,3134000
1743,3086000
1744,2504000
1745,4307000
1746,3194000
1747,2995000
1748,3631000
1749,3432000
1750,2899000
1751,2323000
1752,3870000
1753,3170000
1754,2673000
1755,3935000
1756,2614000
1757,2709000
1758,3248000
1759,2934000
1760,3904000
1761,3681000
1762,3321000
1763,3923000
1764,2820000
1765,3088000
1766,4233000
1767,2733000
1768,3397000
1769,4382000
1770,3619000
1771,3339000
1772,4342000
1773,2933000
1774,3141000
1775,3127000
1776,3203000
1777,3276000
1778,2730000
1779,2761000
1780,3155000
1781,3296000
1782,3907000
1783,2661000
1784,3191000
1785,4034000
1786,3798000
1787,2750000
1788,2878000
1789,3187000
1790,2877000
1791,2935000
1792,4598000
1793,3182000
1794,2958000
1795,2823000
1796,2733000
1797,4247000
1798,3191000
1799,3486000
1800,4179000
1801,3480000
1802,3596000
1803,3115000
1804,3188000
1805,3246000
1806,3418000
1807,4145000
1808,3473000
1809,3249000
1810,3015000
1811,2840000
1812,3566000
1813,4802000
1814,3100000
1815,2879000
1816,3188000
1817,4670000
1818,2944000
1819,2916000
1820,3529000
1821,4354000
1822,3553000
1823,3944000
1824,3817000
1825,2552000
1826,3180000
1827,2964000
1828,2831000
1829,4202000
1830,2882000
1831,4471000
1832,3701000
1833,2852000
1834,3866000
1835,2757000
1836,2500000
1837,3460000
1838,2827000
1839,2592000
1840,2974000
1841,3002000
1842,4003000
1843,3549000
1844,4046000
1845,2361000
1846,3195000
1847,2949000
1848,3026000
1849,3425000
1850,3323000
1851,4116000
1852,3114000
1853,3208000
1854,4205000
1855,4348000
1856,3193000
1857,2852000
1858,4750000
1859,3728000
1860,4121000
1861,3729000
1862,4138000
1863,4171000
1864,5065000
1865,4989000
1866,4515000
1867,3896000
1868,3061000
1869,3236000
1870,4097000
1871,2910000
1872,3043000
1873,3152000
1874,2486000
1875,3088000
1876,3021000
1877,4356000
1878,3203000
1879,3697000
1880,4596000
1881,3382000
1882,3205000
1883,3910000
1884,3050000
1885,2667000
1886,2826000
1887,4542000
1888,3521000
1889,2931000
1890,4788000
1891,3911000
1892,3962000
1893,3825000
1894,3109000
1895,4946000
1896,3732000
1897,3568000
1898,3358000
1899,3167000
1900,2842000
1901,4010000
1902,2574000
1903,3416000
1904,2475000
1905,4008000
1906,2466000
1907,2995000
1908,3145000
1909,2775000
1910,4419000
1911,2481000
1912,7825000
1913,3051000
1914,3212000
1915,6505000
1916,5384000
1917,4681000
1918,4731000
1919,4861000
1920,3883000
1921,4120000
1922,5248000
1923,4708000
1924,5122000
1925,4227000
1926,3302000
1927,3516000
1928,64719000
1929,3515000
1930,3046000
1931,2893000
1932,3006000
1933,3020000
1934,4535000
1935,3053000
1936,2886000
1937,3250000
1938,2994000
1939,3342000
1940,4172000
1941,3911000
1942,3206000
1943,3275000
1944,3242000
1945,5041000
1946,4057000
1947,4085000
1948,3550000
1949,3198000
1950,3844000
1951,2581000
1952,3050000
1953,3034000
1954,3027000
1955,2702000
1956,4448000
1957,2949000
1958,3456000
1959,3237000
1960,3674000
1961,4932000
1962,4630000
1963,3987000
1964,5336000
1965,2816000
1966,3334000
1967,3874000
1968,2814000
1969,3154000
1970,4625000
1971,3372000
1972,4113000
1973,4124000
1974,3577000
1975,3276000
1976,4099000
1977,3710000
1978,3414000
1979,3652000
1980,3815000
1981,4204000
1982,3043000
1983,2794000
1984,2958000
1985,3703000
1986,3516000
1987,3535000
1988,3351000
1989,3150000
1990,2965000
1991,2837000
1992,2974000
1993,3721000
1994,3070000
1995,3044000
1996,3104000
1997,3043000
1998,3091000
1999,4268000
2000,3102000
2001,3109000
2002,2896000
2003,3292000
2004,2959000
2005,2913000
2006,3393000
2007,3407000
2008,3222000
2009,2399000
2010,3043000
2011,4366000
2012,3062000
2013,3378000
2014,3503000
2015,2877000
2016,4397000
2017,3154000
2018,3191000
2019,3072000
2020,3133000
2021,5667000
2022,3326000
2023,2986000
2024,6943000
2025,5573000
2026,3352000
2027,3992000
2028,3573000
2029,2770000
2030,2546000
2031,4121000
2032,2807000
2033,2499000
2034,2329000
2035,2633000
2036,2941000
2037,2351000
2038,3786000
2039,3948000
2040,3337000
2041,2714000
2042,3356000
2043,2826000
2044,3238000
2045,3209000
2046,3083000
2047,3285000
2048,3118000
2049,3034000
2050,2920000
2051,4382000
2052,3881000
2053,3121000
2054,2785000
2055,3378000
2056,3051000
2057,4706000
2058,2752000
2059,2961000
2060,2367000
2061,2970000
2062,3163000
2063,4018000
2064,2846000
2065,2613000
2066,3209000
2067,3174000
2068,2542000
2069,3295000
2070,4087000
2071,3185000
2072,3214000
2073,3743000
2074,2914000
2075,3531000
2076,3075000
2077,4913000
2078,2852000
2079,3383000
2080,3321000
2081,3596000
2082,2751000
2083,3600000
2084,2855000
2085,4236000
2086,3434000
2087,2924000
2088,4483000
2089,3106000
2090,3019000
2091,2677000
2092,3285000
2093,3578000
2094,3585000
2095,4138000
2096,2933000
2097,2709000
2098,3624000
2099,3463000
2100,3209000
2101,4304000
2102,4011000
2103,4171000
2104,3064000
2105,3690000
2106,2621000
2107,2986000
2108,4347000
2109,2927000
2110,2967000
2111,2891000
2112,3414000
2113,2999000
2114,3066000
2115,3861000
2116,2817000
2117,2907000
2118,2902000
2119,3873000
2120,3675000
2121,2966000
2122,2720000
2123,3220000
2124,2891000
2125,4426000
2126,2942000
2127,3341000
2128,3586000
2129,2789000
2130,3147000
2131,3331000
2132,3382000
2133,2437000
2134,2661000
2135,3115000
2136,3439000
2137,3996000
2138,2998000
