id,insert_ns
1285,2599000
1286,2801000
1287,2241000
1288,2902000
1289,2291000
1290,2733000
1291,2316000
1292,2684000
1293,2511000
1294,2971000
1295,2643000
1296,2834000
1297,3182000
1298,2737000
1299,2419000
1300,2780000
1301,2211000
1302,2823000
1303,2779000
1304,2939000
1305,3442000
1306,2948000
1307,3295000
1308,2771000
1309,3094000
1310,2703000
1311,2687000
1312,2810000
1313,3040000
1314,2966000
1315,3186000
1316,2641000
1317,3048000
1318,3063000
1319,3007000
1320,3033000
1321,2824000
1322,3329000
1323,2776000
1324,2521000
1325,2668000
1326,2363000
1327,2626000
1328,2848000
1329,2567000
1330,2683000
1331,2388000
1332,2770000
1333,2253000
1334,2534000
1335,2703000
1336,2562000
1337,2622000
1338,2571000
1339,2535000
1340,2584000
1341,2962000
1342,3174000
1343,3165000
1344,2585000
1345,2826000
1346,2530000
1347,2159000
1348,2699000
1349,2651000
1350,2625000
1351,3230000
1352,3738000
1353,3568000
1354,3121000
1355,4128000
1356,2995000
1357,3011000
1358,2836000
1359,2825000
1360,2738000
1361,2468000
1362,2840000
1363,2787000
1364,2767000
1365,2609000
1366,2791000
1367,2574000
1368,2574000
1369,3015000
1370,2713000
1371,3745000
1372,2730000
1373,2708000
1374,2414000
1375,2510000
1376,3075000
1377,2597000
1378,2793000
1379,3315000
1380,3869000
1381,3544000
1382,2936000
1383,2861000
1384,3535000
1385,3457000
1386,2573000
1387,2534000
1388,2723000
1389,2494000
1390,2617000
1391,2656000
1392,2640000
1393,2879000
1394,2654000
1395,2876000
1396,2142000
1397,2798000
1398,2612000
1399,2593000
1400,2256000
1401,2776000
1402,3257000
1403,2972000
1404,2888000
1405,2780000
1406,3012000
1407,2867000
1408,2692000
1409,2509000
1410,2988000
1411,2240000
1412,3074000
1413,2642000
1414,2824000
1415,2539000
1416,2544000
1417,2658000
1418,2427000
1419,2664000
1420,2467000
1421,2980000
1422,3044000
1423,2818000
1424,2998000
1425,3181000
1426,2698000
1427,2437000
1428,2687000
1429,2534000
1430,3251000
1431,2636000
1432,2502000
1433,2413000
1434,2941000
1435,2625000
1436,2897000
1437,2664000
1438,3369000
1439,2744000
1440,2227000
1441,2529000
1442,2427000
1443,2506000
1444,3176000
1445,2344000
1446,2737000
1447,2603000
1448,2764000
1449,2211000
1450,2448000
1451,2271000
1452,2407000
1453,2625000
1454,2752000
1455,2179000
1456,3119000
1457,2259000
1458,2825000
1459,2559000
1460,2614000
1461,2679000
1462,2886000
1463,2345000
1464,2778000
1465,2823000
1466,2391000
1467,2733000
1468,2349000
1469,2413000
1470,2670000
1471,2877000
1472,2678000
1473,2736000
1474,2487000
1475,2694000
1476,2447000
1477,2814000
1478,2211000
1479,2631000
1480,3535000
1481,2810000
1482,2855000
1483,2121000
1484,2669000
1485,3309000
1486,2932000
1487,2493000
1488,2567000
1489,2654000
1490,2720000
1491,2754000
1492,2655000
1493,2304000
1494,2736000
1495,2852000
1496,2249000
1497,3157000
1498,2824000
1499,2959000
1500,2863000
1501,2783000
1502,2460000
1503,2612000
1504,2543000
1505,2638000
1506,2555000
1507,2547000
1508,2937000
1509,2298000
1510,2414000
1511,2421000
1512,2907000
1513,2164000
1514,2890000
1515,2356000
1516,2526000
1517,2655000
1518,2363000
1519,2674000
1520,2304000
1521,3086000
1522,2531000
1523,2549000
1524,2872000
1525,2918000
1526,2607000
1527,3043000
1528,2900000
1529,2991000
1530,2665000
1531,2953000
1532,2875000
1533,3542000
1534,3575000
1535,3516000
1536,3506000
1537,2526000
1538,2792000
1539,2188000
1540,2880000
1541,2734000
1542,2634000
1543,2570000
1544,2337000
1545,2655000
1546,2617000
1547,2976000
1548,2583000
1549,2702000
1550,2662000
1551,2663000
1552,2230000
1553,3069000
1554,2693000
1555,2416000
1556,2741000
1557,2706000
1558,2515000
1559,2797000
1560,2797000
1561,2278000
1562,2745000
1563,2812000
1564,2424000
1565,3065000
1566,2772000
1567,2283000
1568,2590000
1569,2561000
1570,2739000
1571,2870000
1572,3223000
1573,3104000
1574,2490000
1575,2222000
1576,2623000
1577,2390000
1578,2400000
1579,2382000
1580,2791000
1581,2489000
1582,2240000
1583,2775000
1584,2740000
1585,2794000
1586,2391000
1587,3038000
1588,2766000
1589,2940000
1590,2339000
1591,2689000
1592,2453000
1593,2826000
1594,2683000
1595,2306000
1596,2749000
1597,2417000
1598,2871000
1599,2737000
1600,2233000
1601,2400000
1602,2482000
1603,2812000
1604,2311000
1605,3004000
1606,2558000
1607,2409000
1608,2663000
1609,2450000
1610,2846000
1611,2748000
1612,2594000
1613,2521000
1614,3284000
1615,2737000
1616,2694000
1617,2477000
1618,2882000
1619,3189000
1620,2660000
1621,2401000
1622,2703000
1623,3040000
1624,2537000
1625,2499000
1626,2811000
1627,2423000
1628,2811000
1629,2585000
1630,2494000
1631,2716000
1632,2613000
1633,2640000
1634,2797000
1635,2237000
1636,2717000
1637,2477000
1638,2850000
1639,2724000
1640,2807000
1641,2430000
1642,2600000
1643,2354000
1644,2920000
1645,2808000
1646,2323000
1647,2799000
1648,2511000
1649,2351000
1650,2772000
1651,2405000
1652,2803000
1653,3227000
1654,2663000
1655,2845000
1656,2231000
1657,3243000
1658,2476000
1659,2693000
1660,3190000
1661,3089000
1662,2713000
1663,3406000
1664,3413000
1665,2808000
1666,3248000
1667,2732000
1668,2982000
1669,2897000
1670,2274000
1671,2671000
1672,2512000
1673,2684000
1674,2717000
1675,2584000
1676,2841000
1677,2714000
1678,3293000
1679,2594000
1680,2340000
1681,3027000
1682,2798000
1683,2412000
1684,2653000
1685,2468000
1686,2649000
1687,2702000
1688,2908000
1689,2644000
1690,2622000
1691,3031000
1692,2767000
1693,2403000
1694,2550000
1695,2491000
1696,2894000
1697,3091000
1698,2994000
1699,3049000
1700,2688000
1701,2281000
1702,2641000
1703,2736000
1704,2398000
1705,2370000
1706,2616000
1707,2257000
1708,3178000
1709,2575000
1710,2938000
1711,2700000
1712,2360000
1713,2386000
1714,2636000
1715,2700000
1716,3049000
1717,2199000
1718,2473000
1719,2309000
1720,3665000
1721,3934000
1722,4740000
1723,4141000
1724,3986000
1725,3185000
1726,2802000
1727,2983000
1728,3132000
1729,2711000
1730,2525000
1731,3136000
1732,3083000
1733,2810000
1734,2846000
1735,3100000
1736,2288000
1737,2995000
1738,3231000
1739,2640000
1740,2750000
1741,2296000
1742,2621000
1743,2757000
1744,2906000
1745,3381000
1746,3736000
1747,2760000
1748,2832000
1749,2416000
1750,2743000
1751,2697000
1752,2544000
1753,2673000
1754,2663000
1755,2365000
1756,3408000
1757,3186000
1758,3085000
1759,3501000
1760,3380000
1761,2986000
1762,2290000
1763,2279000
1764,3055000
1765,2551000
1766,2712000
1767,2637000
1768,2560000
1769,2644000
1770,2804000
1771,2657000
1772,2926000
1773,2489000
1774,2803000
1775,2233000
1776,2525000
1777,2438000
1778,2712000
1779,3230000
1780,2455000
1781,2436000
1782,2998000
1783,2986000
1784,2645000
1785,2363000
1786,2988000
1787,3408000
1788,2907000
1789,2503000
1790,2532000
1791,2348000
1792,2401000
1793,2766000
1794,2672000
1795,2539000
1796,2789000
1797,2571000
1798,2807000
1799,2677000
1800,3087000
1801,2957000
1802,2636000
1803,2523000
1804,2657000
1805,3453000
1806,3234000
1807,2818000
1808,2810000
1809,3743000
1810,3458000
1811,3762000
1812,2671000
1813,2571000
1814,2933000
1815,2530000
1816,2577000
1817,2643000
1818,2898000
1819,2131000
1820,2864000
1821,2676000
1822,3052000
1823,2350000
1824,2460000
1825,2482000
1826,2855000
1827,2807000
1828,2379000
1829,3212000
1830,2722000
1831,3297000
1832,2708000
1833,2907000
1834,2986000
1835,3032000
1836,3518000
1837,3029000
1838,2337000
1839,3709000
1840,2776000
1841,2588000
1842,2352000
1843,2706000
1844,3155000
1845,2512000
1846,3403000
1847,2844000
1848,2821000
1849,2423000
1850,2671000
1851,2763000
1852,2774000
1853,2782000
1854,2485000
1855,2678000
1856,2461000
1857,2756000
1858,2457000
1859,2785000
1860,2942000
1861,2396000
1862,3486000
1863,2620000
1864,2810000
1865,2688000
1866,2542000
1867,3070000
1868,2856000
1869,2895000
1870,2731000
1871,2798000
1872,2449000
1873,2823000
1874,2299000
1875,2575000
1876,2504000
1877,2612000
1878,2437000
1879,2555000
1880,3081000
1881,2982000
1882,2512000
1883,2490000
1884,2440000
1885,2503000
1886,2729000
1887,2508000
1888,2820000
1889,3217000
1890,2690000
1891,2701000
1892,3165000
1893,3267000
1894,3357000
1895,3196000
1896,2492000
1897,3084000
1898,2957000
1899,2821000
1900,2734000
1901,2859000
1902,2988000
1903,2907000
1904,2820000
1905,3012000
1906,3085000
1907,2318000
1908,2748000
1909,3239000
1910,3063000
1911,3324000
1912,2804000
1913,2680000
1914,2622000
1915,2754000
1916,2870000
1917,2967000
1918,2622000
1919,2509000
1920,2877000
1921,2652000
1922,2588000
1923,2819000
1924,2766000
1925,2435000
1926,2606000
1927,2315000
1928,2751000
1929,2480000
1930,2662000
1931,3235000
1932,2577000
1933,3126000
1934,2821000
1935,2421000
1936,2589000
1937,2404000
1938,2698000
1939,2603000
1940,2808000
1941,2563000
1942,2716000
1943,2378000
1944,2585000
1945,2594000
1946,2804000
1947,2981000
1948,2489000
1949,2601000
1950,2865000
1951,2318000
1952,2539000
1953,2342000
1954,2480000
1955,2946000
1956,2778000
1957,2530000
1958,2916000
1959,3019000
1960,3087000
1961,2764000
1962,3043000
1963,2387000
1964,2635000
1965,2372000
1966,2957000
1967,2788000
1968,3258000
1969,3221000
1970,2888000
1971,3164000
1972,3001000
1973,3046000
1974,3058000
1975,2675000
1976,4539000
1977,3645000
1978,3123000
1979,2569000
1980,3660000
1981,2850000
1982,2709000
1983,2898000
1984,2861000
1985,3130000
1986,2775000
1987,2873000
1988,3367000
1989,2887000
1990,2815000
1991,2291000
1992,2617000
1993,2866000
1994,2234000
1995,4271000
1996,2717000
1997,2625000
1998,2128000
1999,2621000
2000,3248000
2001,3070000
2002,2720000
2003,2701000
2004,2486000
2005,2424000
2006,2475000
2007,2829000
2008,2656000
2009,3015000
2010,3367000
2011,3208000
2012,3255000
2013,3408000
2014,2994000
2015,3282000
2016,3355000
2017,2997000
2018,3162000
2019,2718000
2020,2440000
2021,2438000
2022,2689000
2023,2758000
2024,2580000
2025,2489000
2026,2630000
2027,2968000
2028,2704000
2029,2504000
2030,2382000
2031,2715000
2032,2204000
2033,2811000
2034,2652000
2035,3762000
2036,3312000
2037,3336000
2038,3032000
2039,3355000
2040,3156000
2041,3370000
2042,3257000
2043,3044000
2044,2497000
2045,3159000
2046,2733000
2047,2445000
2048,3105000
2049,2728000
2050,3190000
2051,3049000
2052,2857000
2053,3175000
2054,2804000
2055,2939000
2056,3373000
2057,2946000
2058,2666000
2059,2437000
2060,2729000
2061,2711000
2062,2712000
2063,2458000
2064,2685000
2065,2899000
2066,2859000
2067,2629000
2068,2832000
2069,2731000
2070,2196000
2071,2954000
2072,2480000
2073,2806000
2074,5735000
2075,5622000
2076,6778000
2077,3959000
2078,2776000
2079,2874000
2080,2920000
2081,2792000
2082,2440000
2083,3038000
2084,2816000
2085,2951000
2086,2546000
2087,3792000
2088,3525000
2089,2942000
2090,3276000
2091,3161000
2092,2634000
2093,2654000
2094,2465000
2095,2830000
2096,2896000
2097,3595000
2098,3241000
2099,3357000
2100,2951000
2101,3327000
2102,3049000
2103,2896000
2104,3342000
2105,2628000
2106,2795000
2107,2755000
2108,2369000
2109,2847000
2110,2694000
2111,2707000
2112,3196000
2113,3556000
2114,2776000
2115,2882000
2116,2825000
2117,2763000
2118,2914000
2119,2584000
2120,2842000
2121,2273000
2122,3068000
2123,2714000
2124,2228000
2125,3269000
2126,2687000
2127,2389000
2128,2993000
2129,2547000
2130,2626000
2131,2259000
2132,2603000
2133,2692000
2134,3069000
2135,2854000
2136,2648000
